BDP-MLINFRA-GPUCL045|172.27.107.145|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL046|172.27.107.146|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL047|172.27.107.147|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL048|172.27.107.148|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL049|172.27.107.149|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL050|172.27.107.150|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL051|172.27.107.151|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL052|172.27.107.152|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL053|172.27.107.153|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL054|172.27.107.154|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL055|172.27.107.155|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL056|172.27.107.156|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL057|172.27.107.157|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL058|172.27.107.158|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL059|172.27.107.159|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL060|172.27.107.160|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL061|172.27.107.161|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL062|172.27.107.162|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL063|172.27.107.163|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL064|172.27.107.164|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL065|172.27.107.165|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL066|172.27.107.166|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL067|172.27.107.167|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL068|172.27.107.168|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL069|172.27.107.169|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL070|172.27.107.170|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL071|172.27.107.171|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL072|172.27.107.172|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL073|172.27.107.173|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL074|172.27.107.174|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL075|172.27.107.175|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL076|172.27.107.176|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL077|172.27.107.177|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL078|172.27.107.178|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL079|172.27.107.179|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL080|172.27.107.180|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL081|172.27.107.181|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL082|172.27.107.182|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL083|172.27.107.183|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL084|172.27.107.184|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL085|172.27.107.185|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL086|172.27.107.186|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL087|172.27.107.187|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL088|172.27.107.188|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL089|172.27.107.189|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL090|172.27.107.190|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL091|172.27.107.191|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL092|172.27.107.192|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL093|172.27.107.193|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL094|172.27.107.194|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL095|172.27.107.195|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL096|172.27.107.196|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL097|172.27.107.197|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL098|172.27.107.198|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL099|172.27.107.199|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL100|172.27.107.200|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL101|172.27.107.201|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL102|172.27.107.202|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL103|172.27.107.203|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL104|172.27.107.204|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL105|172.27.107.205|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL106|172.27.107.206|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL107|172.27.107.207|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL108|172.27.107.208|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL109|172.27.107.209|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL110|172.27.107.210|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL111|172.27.107.211|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL112|172.27.107.212|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL113|172.27.107.213|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL114|172.27.107.214|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL115|172.27.107.215|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL116|172.27.107.216|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL117|172.27.107.217|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL118|172.27.107.218|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL119|172.27.107.219|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL120|172.27.107.220|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL121|172.27.107.221|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL122|172.27.107.222|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL123|172.27.107.223|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL124|172.27.107.224|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL125|172.27.107.225|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL126|172.27.107.226|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL127|172.27.107.227|{"gpus":{"K80":"2"}}
BDP-MLINFRA-GPUCL128|172.27.107.228|{"gpus":{"K80":"2"}}
